"status","http_status","venues__menus__menu_name","venues__menus__sections__subsections__subsection_name","venues__menus__sections__subsections__contents__text","venues__menus__sections__subsections__contents__type","venues__menus__sections__section_name","venues__menus__currency_symbol","venues__locu_id","venues__contact__phone","venues__name","venues__location__postal_code","venues__location__locality","venues__location__address1","venues__location__region","venues__location__country","venues__location__geo__type","venues__location__geo__coordinates001","venues__location__geo__coordinates002","venues__menus__sections__subsections__contents__price","venues__menus__sections__subsections__contents__name","venues__menus__sections__subsections__contents__description","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name","venues__menus__sections__subsections__contents__|__options__price"
"","","","","","ITEM","","","","","","","","","","","","","","12.25","Orange Flavor Chicken  Light Coating Chunk Chicken","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.25","Sesame Chicken","Light coating chunk chicken served with honey sesame sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.75","Spicy Basil Chicken with Ginger and Rice Wine Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Spicy Coconut Chicken ","Chicken with‏ snow peas, basil, green and red peppers sautéed in red curry and coconut sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Szechuan Spicy Chicken with Peanuts","","","","","",""
"","","","Beef","","ITEM","","","","","","","","","","","","","","11.25","Beef with Broccoli","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.25","Beef with String Beans Ginger Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Black Pepper Steak  Light Coating Steak","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.75","Hawaiian Special Beef","Ineapple, celery, straw mushrooms, peppers, onions in BBQ sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Orange Flavored Beef  Light Coating Steak","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.25","Szechuan Spicy Beef with Peanuts","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Beef with Sesame Light Coating Steak with Chef Sesame Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.95","Three Delights ","Beef, chicken, scallops, vegetable and peanut","","","","",""
"","","","Pork","","ITEM","","","","","","","","","","","","","","10.95","Spicy Pork in Garlic Sauce ","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.50","Stir-Fried Spicy Onion Pork","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Twice Cooked Pork","Sliced pork sautéed with green pepper, celery, cabbage and zucchini","","","","",""
"","","","Seafood","","ITEM","","","","","","","","","","","","","","12.95","Crispy Jumbo Shrimp with Vegetables","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.95","Golden Fried Shrimp Ball","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Jumbo Shrimp with Broccoli","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Jumbo Shrimp with Stir-Fried String Beans","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Mango Jumbo Shrimp","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","14.50","Scallops in Homemade Wine Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Spicy Coconut Shrimp ","Jumbo shrimp with snow peas, basil, green and red peppers sautéed in red curry and coconut sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.50","Spicy Jumbo Shrimp in Garlic Sauce ","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","14.50","Spicy Scallops in Garlic Sauce ","","","","","",""
"","","","Vegetables","","ITEM","","","","","","","","","","","","","","9.75","Dry Sautéed String Bean with Tofu","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.75","Chinese Eggplant in Garlic Sauce ","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.95","Family Style Tofu Fried Tofu with Vegetables in Sweet and Spicy Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.25","Stir-Fried Fresh Vegetables","Green, red peppers, pea pod, mushrooms, broccoli, celery and cabbage","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.25","Stir-Fried Green Napa Chinese Cabbage","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Szechuan Spicy Tofu (Spicy Ma Po Tofu)","Diced tofu sautéed with spicy sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.75","Wok-Fried Tofu in Garlic Sauce","","","","","",""
"","","","Fried Rice","","ITEM","","","","","","","","","","","","","","8.95","Curry Fried Rice ","Choice of chicken, beef, pork, shrimp, vegetables","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.35","Fried Rice","Choice of chicken, beef, pork, shrimp, vegetables","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","House Fried Rice","White rice stir fried with shrimp, chicken, roast pork, onion, scallion and green pea","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.95","Thai Pineapple Fried Rice","Shrimps, pineapple, onion, green peas, peanuts and dry pork ﬂoss","","","","",""
"","","","Noodles","","ITEM","","","","","","","","","","","","","","8.95","Curry Lo Mein  Choice of Chicken, Beef, Pork, Shrimp, Vegetables","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.55","Lo Mein Choice of Chicken, Beef, Pork, Shrimp, Vegetables","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.25","House Lo Mein","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.75","Pad Thai (Peanut)","Thai ﬂat noodle wok-fried chicken, shrimp, peanuts, egg and bean sprouts","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Seafood Curry Udon Noodles with Shrimp and Scallops","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.95","Singapore Rice Noodle ","Wok-fried shrimps, pork, chicken, thin rice noodle with curry sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Stir-Fried Rice Stick","Lasagna made of rice, sautéed with shrimp, chicken, pork and vegetables","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.90","Tempura Udon Soup","Wheat thick noodle with shrimp and vegetable tempura","","","","",""
"","","","Side Order","All entrée rice is separate","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","1.45","Steamed Brown Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","1.45","Steamed White Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","2.00","Sushi Rice","","","","","",""
"","","","","Nigiri sushi 2pcs. Per order,","SECTION_TEXT","Sushi or Sashimi a-La Carte Order","","","","","","","","","","","","","","","","","","","",""
"","","","","Sashimi 3pcs. Per order and additional $1.95 (sashimi means raw ﬁsh no rice – healthy and diet food)","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","Raw Sushi or Sashim","","ITEM","","","","","","","","","","","","","","6.50","Black Pepper Tuna","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.95","Sea Urchin with Quail Egg","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.85","Flying Fish Roe (Caviar) Tobiko","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Sea Urchin Uni","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Flying Fish Roe with Quail Egg","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.75","Spicy Scallop","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Mackerel Saba","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.45","Spicy Tuna with Quail Egg","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Red Clam Hokkigai","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Squid Ika","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.85","Red Snapper Tai","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Tuna Maguro","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.25","Salmon Sake","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.50","Yellowtail Hamachi","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.25","Salmon Roe Ikura","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.50","White Tuna Shiro Maguro","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Scallop Hotate","","","","","",""
"","","","Cooked Sushi or Sashim","","ITEM","","","","","","","","","","","","","","3.95","Crab Stick Kani","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Octopus Tako","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.50","Eel Unagi","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Shrimp Ebi","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","3.95","Egg Tamago","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Smoked Salmon","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","3.95","Tofu Skin Inari","","","","","",""
"","","","Sushi Sashimi Combination","","ITEM","","","","","","","","","","","","","","14.95","Sushi Regular 6Pcs. Assorted Sushi and California Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","21.95","Sushi Deluxe 10Pcs. Assorted Sushi and Salmon Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","49.95","Sushi for Two 20Pcs. Assorted Sushi with Spicy Tuna Roll and French Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","75.95","Sushi for Three 30Pcs. Assorted Sushi with Sexy Girl Roll and Green Dragon Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.55","Salmon Combo 3Pcs. Salmon Sushi and Salmon Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.55","Tuna Combo 3Pcs. Tuna Sushi and Tuna Cucumber Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","18.95","American Sushi Platter 3Pcs. Tuna, 3Pcs. Salmon and 3Pcs. Yellowtail Sushi","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","29.95","Trio Sashimi 5Pcs.Tuna, 5Pcs. Salmon and 5Pcs. Yellowtail of Raw ﬁsh","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","17.50","Sashimi Combo 8Pcs.Assorted Raw ﬁsh","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","24.95","Sashimi Regular 15Pcs. Assorted Raw ﬁsh","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","32.95","Sashimi Deluxe 21Pcs. Assorted Raw ﬁsh","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","23.95","Sushi and Sashimi Combo for One","5pcs. Assorted sushi, 6pcs. Assorted raw ﬁsh and california roll","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","49.95","Sushi and Sashimi for Two","10pcs. Assorted sushi, 10pcs. Assorted raw ﬁsh, with spicy tuna and eel avocado roll","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","75.95","Sushi and Sashimi for Three 15Pcs. Assorted Sushi,","15pcs. Assorted raw ﬁsh, with tiger roll and godzilla roll","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","15.95","Sushi Vegetarian Platter 8Pcs. Sushi: 4Pcs. Avo., 4Pcs. Inari and Peanut Avo. Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","21.95","Makimono Combo 24Pcs. Spicy Tuna Roll, Salmon Avocado Roll,","Yellowtail cucumber and scallion roll, and california roll with caviar","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","24.95","Spicy Roll Combo ","24pcs. Spicy california roll, spicy tuna roll, spicy salmon roll and spicy yellowtail roll","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","17.95","Tuna and Salmon Chirashi 4Pcs. Tuna and 4Pcs. Salmon on Sushi Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","17.75","Salmon Don 8Pcs. Salmon on Sushi Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","18.95","Tuna Don 8Pcs. Tuna on Sushi Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","15.95","Unagi Don 8Pcs. Eel on Sushi Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","19.95","Yellowtail Don 8 Yellowtail on Sushi Rice","","","","","",""
"","","","Naruto","Wrapped with cucumber (no rice, diet and healthy sushi)","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","Raw Naruto with Tri-Color Caviar (5Pcs.)","","ITEM","","","","","","","","","","","","","","12.95","Rainbow Naruto Tuna, Salmon, Yellowtail, Avocado, Caviar and Scallion","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.79","Salmon Naruto with Avocado and Crabmeat","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.50","Spicy Tuna Naruto with Avocado and Crunchy","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.75","Tuna Naruto with Avocado and Crabmeat","","","","","",""
"","","","Cooked Naruto (5Pcs.)","","ITEM","","","","","","","","","","","","","","12.75","Eel Lover Naruto Eel and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.75","White Snow Naruto Crabmeat, Mayo, Crunchy and Sesame Seed","","","","","",""
"","","","","May contain raw or undercooked seafood","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","Vegetable Roll","","ITEM","","","","","","","","","","","","","","3.95","Asparagus Roll Seaweed Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","3.95","Avocado Roll Seaweed Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","3.95","Cucumber Roll Seaweed Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Aac Roll Avocado, Asparagus, Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Avocado and Cream Cheese Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Avocado and Cucumber Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Peanut Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Sunshine Roll Cucumber, Avocado, Lemon","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Sweet Potato Roll Deep Fried Crispy","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.55","Vegetable Dragon Maki Asparagus, Cucumber and Yamagobotopped with Avocado, Spicy Mayo and Sesame Seed","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.75","Vegetable Tempura Roll (5 Pcs.) Deep Fried Broccoli and Sweet Potato","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Veggie Roll (5Pcs.) Avocado, Asparagus, Lettuce, Cucumber, Yellow Pickle","","","","","",""
"","","","Cooked Roll","","ITEM","","","","","","","","","","","","","","12.95","Amazing Maki (Fried)","Deep fried salmon, cream cheese, avocado and crabmeat, topped with spicy sweet sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.65","Black Dragon Eel, Crabmeat, Cucumber and Eel on the Top","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Batman Roll Crabmeat, Cucumber and Avocado, with Peanut Sauce on Top","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Boston Roll (5Pcs) Shrimp, Cucumber, Avocado, Lettuce, Asparagus and Mayo","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","California Roll Crabmeat, Cucumber and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.55","Spicy California Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.75","Caterpillar Maki Crabmeat, Cucumber, Avocado, Topped with Eel and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.75","Chicken Tempura Roll (5Pcs)","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Crab Roll with Mayo, Crunchy and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","15.95","Dinosaur Maki (Fried) Deep Fried Crabmeat, Avocado, Crunchy and Asparagus, Spicy Sweet Sauce, Wrapped with Seaweed Outside, Brown Rice with Crispy Bread Crumbs","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","Eel Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","Eel Cucumber Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Fantasy Roll (6Pcs.) Shrimp Tempura, Topped with Grilled Crabmeat,","French roll, caviar, octopus, squid, shrimp, spicy mayo and crunchy","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.95","French Roll Shrimp Tempura, Avocado, Crebmeat, Cucumber and Eel Sauce","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.35","Kamikaze Maki","Crabmeat, cucumber and avocado, topped with shrimp, lemon juice and sesame seed","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Komodo Dragon Maki (10Pcs.) Shrimp Tempura and Avocado,","Wrapped with‏ white soybean seaweed outside and topped with sweet brown sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Mango Shrimp Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.45","Manhattan Box (Sushi Cake/5Pcs.) Spicy Crabmeat Salad, Crunchy in The","Middle with brown rice, topped with broiled eel, avocado, eel sauce and sesame seed","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Philadelphia Roll Smoked Salmon, Cream Cheese and Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.75","Pineapple Roll Pineapple, Smoked Salmon and Cream Cheese","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Red Sox Maki (10Pcs.) Shrimp Tempura, Avocado, Crabmeat And","Spicy sweet sauce, wrapped with pink soybean seaweed outside and topped with crunchy and scallion","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.55","Salmon Skin Roll with Yamagobo, Salmon Skin, Cucumber and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Samurai Maki (10Pcs.) Eel, Cucumber, Cream Cheese and Crunchy,","Wrapped with white soybean seaweed outside topped with eel sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.35","Scorpion Roll Deep Fried Squid, Cucumber, Avocado and Spicy Mayo","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.55","Shrimp Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Spicy Shrimp Roll with Spicy Mayo, Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.25","Spicy Shrimp Asparagus Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Shrimp Crab Roll Shrimp, Crunchy, Crabmeat and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Shrimp Tempura Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Spicy Spider Maki (Peanut/10Pcs)","Deep fried soft shell crab, cucumber, avocado and spicy peanut sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.55","Taipei Tokyo Maki (10Pcs.) Deep Fried Shrimp Tempura, Avocado,","Crabmeat and sweet brown sauce wrapped with white soybean seaweed","","","","",""
"","","","Raw Roll","","ITEM","","","","","","","","","","","","","","6.95","Alaska Roll Salmon, Avocado and Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.75","Angels' Dream Maki (10Pcs)","Salmon, cucumber, mango and spicy mayo, topped with salmon, avocado, crunchy and red caviar","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","15.95","Atlantic Meets Paciﬁc Maki (10Pcs.)","Soft shell crab, spicy salmon, lettuce, shrimp tempura, spicy tuna, lettuce, wrapped with 2 types of seaweed and spicy sweet sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Crazy Maki (5Pcs.) Shrimp Tempura, Cucumber, Avocado, Caviar and Spicy Mayo","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Crazy Salmon Maki Spicy Salmon, Avocado and Crunchy,","With salmon, spicy mayo and sesame seed on top","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.75","Dancing Eel Maki ","Spicy tuna and crunchy, with eel, avocado and chili pepper, red caviar on top","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.75","Davis Square Box (5Pcs.) Spicy Tuna, Crunchy in the Middle","With sushi rice, topped with tuna, salmon, avocado and sesame seed","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Dragon Fly Maki Spicy Tuna, Eel and Crunchy, W. Avocado and Red Caviar on Top","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Futo Roll (5Pcs.)","Crab, eel, shrimp, avocado, asparagus, lettuce, cucumber, yellow pickle","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.25","Fire Dragon Maki ","Spicy tuna, crabmeat, cucumber, avocado, caviar, in spicy red sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.25","Green Dragon Maki Cucumber, Eel and Crabmeat, Topped with Avocado and Caviar","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","14.95","Godzilla Maki (Fried/10Pcs.) Deep Fried Spicy Tuna, Avocado, Asparagus& Seaweed Outside, Topped with Spicy Mayo, Eel Sauce, Red Caviar and Scallion","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","James Bond 007 Maki Spicy Crunchy Tuna, Topped With","Salmon, eel,‏ spicy mayo, eel sauce, sesame seed","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.75","Orange Roll Orange, Tuna and Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.45","Out of Control Maki Yellowtail, Avocado and Crunchy,","Topped with yellowtail, salmon, eel, scallion, red and black caviar","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Mexican Roll Tuna, Spicy Mayo and Red Chili Pepper Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.75","Ninja Roll Deep Fried Crabmeat, Mayo, Brown Sauce on Top and Caviar","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.95","Rainbow Maki","Crabmeat, avocado, cucumber and topped with tuna, salmon, white ﬁsh and avocado","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.75","Rock-N-Roll Scallop, Avocado, Crabmeat, Crunchy, Spicy Mayo and Caviar","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.95","Sakura Maki","Shrimp tempura, avocado, topped with tuna, salmon, sesame seed, caviar","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.75","Salmon Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","Salmon Jalapeno Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.75","Salmon Roll Seaweed Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.95","Sexy Girl Maki (10Pcs.) Spicy Tuna, Crunchy, Avocado,","Topped with‏ salmon, eel, yellowtail, tri-color caviar, scallion and eel sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.95","Somerville Maki (10Pcs.) Yellowtail, Tuna, Salmon, Eel, Avocado,","Crunchy, wrapped with pink soybean sheet and spicy sweet sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.95","Spicy Girl Maki (Peanut)","Yellowtail, jalapeno and spicy peanut sauce, topped with spicy tuna, peanut, caviar","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Spicy Salmon Roll with Avocado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Spicy Tuna Roll with Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Spicy Yellowtail Roll with Cucumber","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.45","Spider Maki Deep Fried Soft Shell Crab, Cucumber, Avocado, Spicy Mayo and Caviar","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.75","Tiger Maki (10Pcs.) Spicy Tuna, Avocado and Crunchy,","Wrapped with‏ marble seaweed outside and spicy sweet sauce","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Tuna Avocado Roll","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.35","Tuna Rollseaweed Outside","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.75","Volcano Maki Crabmeat, Avocado, Caviar, Eel, Spicy Mayo and Spicy Tuna on Top","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.95","Yellowtail Cucumber Roll with Cucumber, Scallion","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.75","Yellowtail Roll Seaweed Outside, Scallion","","","","","",""
"","","","Special Dinner Bento Box","","ITEM","","","","","","","","","","","","","","16.95","Bento a Salad, California Roll, Shrimp and Vegetable Tempura, Orange, Rice and Miso Soup","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","18.95","Bento B California Roll, Crab Rangoon, Shrimp and Vegetable Tempura,","Spring roll, orange, rice and miso soup","","","","",""
"","","","","All substitutions are acceptable with additional charge","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","","Consuming raw or undercooked ﬁsh, seafood, or meat may increase risk of foodborne illness","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","Breakfast","","Served on: croissant, English muffin, bagel (plain, wheat, everything, sesame or cinnamon raisin), toast (white, wheat, whole grain or rye) or wrap (white, wheat or spinach)","SECTION_TEXT","Breakfast Sandwiches​","$","02d2ac37bf2c353f090f","(781) 219-4929","Cafe Deia","02155","Medford","394 B Main St.","MA","United States","Point","-71.1077213287354","42.4046996174564","","","","","","","",""
"","","","","Choices of cheese: American, cheddar, swiss, provolone or pepper jack","SECTION_TEXT","","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","3.55","Egg and Cheese","","option_groups","Toast","OPTION_CHOOSE","White",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Wheat",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Whole grain",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Rye",""
"","","","","","","","","","","","","","","","","","","","","","","","Wrap","OPTION_CHOOSE","White",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Wheat",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Spinach",""
"","","","","","ITEM","","","","","","","","","","","","","","5.05","Egg, Cheese and Ham","","option_groups","Toast","OPTION_CHOOSE","White",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Wheat",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Whole grain",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Rye",""
"","","","","","","","","","","","","","","","","","","","","","","","Wrap","OPTION_CHOOSE","White",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Wheat",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Spinach",""
"","","","","","ITEM","","","","","","","","","","","","","","5.05","Egg, Cheese and Sausage","","option_groups","Toast","OPTION_CHOOSE","White",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Wheat",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Whole grain",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Rye",""
